SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q01190000,Q01190000_A,Q01190001,Q01190001_A,Q01190002,Q01190002_A,Q01190005,Q01230101,Q01230102,Q0124
5,2,50,12,2,5,1,1,1,2016,3, ,3300,1,11, , , , , , , , , , 
5,1,52,8,2,6,7,7,1,2014,3, ,2000,1,5, , , , , , , , , , 
1,1,42,11,1,1,1,1,1,2023,1, ,1600, , ,13.6, ,11.3, ,12.3, ,9,3, , 
98,1,54,4,2,6,7,7,1,2021,4,1,1600,1,6,15.1, ,15, ,17.6, ,9,3,1,1
4,1,61,10,2,7,5,3,1,2016,3, ,2200,1,5, , , , , , , , , , 
5,1,45,8,2,3,6,4,1,2014,1, ,2500,1, , , , , , , , , , , 
2,1,53,8,2,5,10,6,1,2017,1, ,2300,3, , , , , , , , , , , 
5,1,67,13,2,7,2,2,1,2019,1, ,1600, , , , , , , , , , , , 
98,1,63,1,2,6,7,4,1,2013,2, ,2000,1,7, , , , , , , , , , 
5,1,71,9,2,7,3,3,1,2021,1, ,2500,3,5, , , , , , , ,1, , 
4,1,30,15,1,1,3,3,1,2018,3, ,1500,1, , , , , , , , , , , 
98,1,55,1,2,6,7,7,1,2023,1, ,3500,1, ,10.6, ,10.6, ,15.8, ,6,1, , 
98,1,43,4,2,3,10,5,1,2023,1, ,2000,1, ,12.4, ,10.1, ,13, ,7,4, , 
3,1,31,8,1,1,3,3,1,2023,1, ,2500,1, ,9.1, ,7, ,11, ,4,4,1,1
2,1,61,8,2,6,8,5,1,2021,4,1,2000, , ,17.6, ,12.2, ,12.3, ,7,1, , 
4,1,51,12,2,5,11,7,1,2023,5, , , , , , , , , , , ,1, , 
5,1,54,8,2,6,5,5,1,2019,3, ,2000,3, , , , , , , , , , , 
4,1,66,8,2,6,8,5,1,2013,1, ,1600, , , , , , , , , , , , 
98,1,59,8,1,1,4,4,1,2020,1, ,2500,1, , , , , , , , , , , 
5,2,70,2,2,6,6,2,1,2024,4,1,1600,1, ,15.7, ,16.6, ,18.5, ,10,1, ,1
2,2,51,4,2,6,11,5,1,2017,3, ,1400,1, , , , , , , , , , , 
5,1,42,1,2,3,6,3,1,2022,1, ,1600, , ,15.4, ,17.9, ,19.7, ,9,1, ,1
2,1,37,2,1,7,12,11,1,2021,1, ,2000,1, ,12, ,10.2, ,17.6, ,9,4, , 
98,1,64,1,2,6,6,2,1,2022,1, ,1600, , , , , , , , , ,1,5,1
98,1,72,9,2,7,3,3,1,2013,1, ,3000,1, , , , , , , , , , , 
5,1,48,15,2,5,5,3,1,2020,3, ,1600,1, , , , , , , , , , , 
98,1,73,5,2,7,3,3,1,2015,2, ,2000, , , , , , , , , , , , 
3,1,44,4,2,5,6,6,1,2017,1, ,2000,1, , , , , , , , , , , 
4,1,64,8,2,6,10,3,1,2020,4,1,1600,1,5, , , , , , , , , , 
98,1,57,14,2,6,4,4,1,2019,2, ,2000,1,5, , , , , , , , , , 
1,1,53,15,2,5,7,5,1,2013,3, ,2000,1,7, , , , , , , , , , 
98,1,52,16,97,1,3,3,1,2023,1, ,1500,2, ,11.7, ,10.2, ,12.2, ,6,1,4,1
5,1,41,13,1,1,2,2,1,2023,1, ,2500,3, ,10, ,7.4, ,12, ,4,1,4,1
4,1,42,15,1,1,2,2,1,2015,3, ,2000,2, , , , , , , , , , , 
5,2,44,6,2,5,6,4,1,2013,1, ,1000, ,5, , , , , , , , , , 
2,1,56,11,1,7,8,8,1,2021,1, ,1600,1, ,13.2, ,10.3, ,11, ,6,1, , 
98,1,33,12,1,6,9,3,1,2023,5, , , , , , , , , , , ,4,1, 
4,1,37,4,2,3,11,9,1,2023,5, , , , , , , , , , , ,3,1,1
98,1,70,1,2,7,10,7,1,2015,1, ,3000,1, , , , , , , , , , , 
4,1,65,14,2,6,4,4,1,2013,1, ,3200,1, , , , , , , , , , , 
1,1,64,2,2,6,5,5,1,2013,3, ,2200,2,7, , , , , , , , , , 
2,2,51,2,2,5,12,10,1,2018,1, ,1500,1, , , , , , , , , , , 
4,1,42,2,1,6,7,3,1,2013,1, ,1000, ,5, , , , , , , , , , 
98,1,41,4,1,1,4,4,1,2018,1, ,2000, , , , , , , , , , , , 
1,1,46,1,2,5,2,2,1,2013,1, ,1800, , , , , , , , , , , , 
5,1,40,2,1,6,4,3,1,2013,1, ,1000, ,5, , , , , , , , , , 
98,1,45,6,2,4,4,4,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,63,1,2,6,6,3,1,2014,3, ,2000,1,5, , , , , , , , , , 
5,1,52,3,2,3,4,4,1,2021,1, ,2000, , ,12, ,9.9, ,15.8, ,8,1, , 
4,1,68,4,2,6,3,3,1,2013,3, ,2000,1, , , , , , , , , , , 
3,1,70,1,2,7,9,4,1,2019,1, ,1800,3, , , , , , , , , , , 
3,1,70,11,2,7,11,5,1,2022,1, ,2500,1, ,12, ,11.8, ,13.3, ,9,4,2, 
2,1,73,4,2,7,3,3,1,2018,4,1,2400,1, , , , , , , , , , , 
5,2,53,1,2,6,7,98,1,2018,4,1,3500,3, , , , , , , , , , , 
2,2,52,4,2,2,9,2,1,2019,5, , , , , , , , , , , , , , 
5,1,49,1,2,5,7,7,1,2017,1, ,2000,3, , , , , , , , , , , 
3,1,46,1,2,5,6,6,1,2020,4,2,2000,3, , , , , , , , , , , 
98,1,63,15,2,6,9,4,1,2023,1, ,1500,1, ,11.1, ,14.7, ,15.8, ,7,1,4,1
2,2,37,8,2,3,7,2,1,2015,3, ,2200,2,7, , , , , , , , , , 
2,1,46,8,2,5,8,6,1,2019,3, ,2000,1,5, , , , , , , , , , 
1,1,52,3,2,5,8,4,1,2020,2, ,2000, , , , , , , , , , , , 
98,1,49,8,1,1,7,7,1,2013,1, ,1600, , , , , , , , , , , , 
2,1,49,8,2,6,7,6,1,2018,4,1,2400,1, , , , , , , , , , , 
98,1,46,8,2,3,3,3,1,2013,1, ,1600, , , , , , , , , , , , 
98,1,65,7,2,6,4,4,1,2017,1, ,2400,1, , , , , , , , , , , 
3,1,67,8,2,6,3,1,1,2013,3, ,2000,1, , , , , , , , , , , 
5,1,51,3,2,5,8,7,1,2020,1, ,1300,1, , , , , , , , , , , 
5,1,62,11,2,7,5,3,1,2016,3, ,2000,2,5, , , , , , , , , , 
2,1,56,10,2,7,7,5,1,2017,1, ,1000, , , , , , , , , , , , 
4,1,63,14,2,7,5,5,1,2019,3, ,2000,1,5, , , , , , , , , , 
5,2,49,15,2,5,99,2,1,2019,1, ,2500,1, , , , , , , , , , , 
3,2,52,1,2,6,11,3,1,2019,1, ,2000,1, , , , , , , , , , , 
3,1,68,2,2,6,5,5,1,2013,1, ,1600, , , , , , , , , , , , 
2,2,35,1,2,4,3,1,1,2024,5, , , , , , , , , , , ,3,5, 
4,2,54,11,2,6,7,3,1,2022,5, , , , , , , , , , , ,1, , 
4,1,64,6,2,7,3,3,1,2018,1, ,3300,3, , , , , , , , , , , 
5,1,60,1,2,6,6,4,1,2013,3, ,2000,1, , , , , , , , , , , 
3,1,26,8,1,6,3,1,1,2019,1, ,4000,3, , , , , , , , , , , 
4,1,44,9,1,1,5,5,1,2016,1, ,3800,3, , , , , , , , , , , 
98,1,68,4,2,6,9,1,1,2015,1, ,2000, , , , , , , , , , , , 
2,1,55,15,2,6,3,1,1,2013,1, ,2000, , , , , , , , , , , , 
4,1,58,3,2,6,10,7,1,2015,3, ,2000,2,9, , , , , , , , , , 
98,1,47,14, , , , ,1,2023,1, ,1600, , , ,98,11.5, ,15.7, ,7,1,3,1
2,2,48,4,2,6,8,98,1,2020,1, ,1600,1, , , , , , , , , , , 
3,1,55,9,2,6,10,7,1,2017,1, ,2400,1, , , , , , , , , , , 
3,1,41,3,2,5,2,2,1,2014,1, ,1600, , , , , , , , , , , , 
4,1,56,14,2,6,10,7,1,2016,1, ,5001, , , , , , , , , , , , 
4,1,31,5,2,4,4,4,1,2017,1, ,1500,1, , , , , , , , , , , 
5,1,33,8,1,7,5,2,1,2019,3, ,2000,1,5, , , , , , , , , , 
3,1,53,1,2,6,12,11,1,2023,1, ,2000,1, ,11.3, ,11.3, ,17, ,7,4,1,2
3,1,51,4,2,5,11,6,1,2015,3, ,2200,1,7, , , , , , , , , , 
5,1,68,12,2,7,10,7,1,2022,1, ,2000,3, ,11.1, ,8.2, ,12.6, ,9,1, ,2
98,1,60,6,2,6,10,10,1,2024,5, , , , , , , , , , , ,1,3, 
3,1,60,11,2,5,11,11,1,2013,1, ,1800,1, , , , , , , , , , , 
98,1,49,5,2,6,10,6,1,2014,4,1,2400,1, , , , , , , , , , , 
1,1,48,8,2,5,13,11,1,2016,4,1,2000, , , , , , , , , , , , 
4,1,50,6,1,7,6,4,1,2020,1, ,2200,1,5, , , , , , , , , , 
2,1,57,1,2,7,8,8,1,2019,1, ,3000,1, , , , , , , , , , , 
5,1,45,2,2,5,6,4,1,2019,1, ,2000,1,5, , , , , , , , , , 
2,1,63,8,2,6,7,4,1,2016,1, ,2000, , , , , , , , , , , , 
2,2,55,3,2,5,6,2,1,2020,1, ,2000, , , , , , , , , , , , 
98,1,35,5,1,7,2,2,1,2016,1, ,1600, , , , , , , , , , , , 
2,1,41,16,2,3,7,4,1,2024,1, ,1500,1, ,10.2, ,8.2, ,13.9, ,6,5, ,1
98,2,47,1,2,5,12,9,1,2021,1, ,1000, ,5,13.6, ,8, ,20.4, ,8,3, ,1
3,1,44,4,2,5,8,5,1,2019,3, ,2000,3,5, , , , , , , , , , 
5,1,67,15,2,7,5,4,1,2023,1, ,2000,1, , ,98,11.1, ,12.9, ,5,1, ,1
4,1,51,5,2,5,5,3,1,2018,3, ,2000,1,7, , , , , , , , , , 
4,2,46,1,2,5,7,7,1,2017,1, ,2000,2,7, , , , , , , , , , 
5,1,74,11,2,7,1,1,1,2013,1, ,1000, ,5, , , , , , , , , , 
5,1,35,9,1,6,4,2,1,2023,5, , , , , , , , , , , ,1,4,1
98,1,43,12,1,7,4,98,1,2023,1, ,2000,1, , ,98,8.5, ,15.5, ,4,1, ,2
98,1,55,2,2,6,10,5,1,2020,2, ,3000,1, , , , , , , , , , , 
5,1,50,5,2,5,7,4,1,2023,3, ,2200,1,9,12.4, ,12.1, ,13.5, ,9,1,3,1
1,2,51,8,2,4,11,5,1,2013,3, ,1800, , , , , , , , , , , , 
98,1,66,8,2,6,10,3,1,2019,1, ,2000, , , , , , , , , , , , 
3,2,59,8,2,6,5,3,1,2017,1, ,2000, , , , , , , , , , , , 
3,2,46,15,2,6,8,4,1,2014,3, ,1600,1, , , , , , , , , , , 
1,1,58,8,2,6,11,10,1,2022,4,1,1600,1, ,17.8, ,18.6, ,15.9, ,9,1,4, 
98,2,42,8,2,2,3,1,1,2021,1, ,1300,1, ,13.8, ,12.2, ,15.4, ,8,1, ,1
98,1,56,1,2,6,8,4,1,2018,1, ,2000, , , , , , , , , , , , 
5,1,37,2,2,2,6,4,1,2019,1, ,3300,1, , , , , , , , , , , 
1,1,52,8,2,6,4,3,1,2014,3, ,2000,1, , , , , , , , , , , 
2,2,37,8,2,4,4,1,1,2013,1, ,1400, , , , , , , , , , , , 
5,1,47,8,2,5,8,4,1,2019,5, , , , , , , , , , , , , , 
5,1,49,8,2,5,10,10,1,2022,5, , , , , , , , , , , ,4, ,2
98,2,28,8,1,6,99,2,1,2013,3, ,2000,1,7, , , , , , , , , , 
4,1,60,3,2,6,11,9,1,2016,4,1,2400,1, , , , , , , , , , , 
4,1,37,1,1,1,10,10,1,2018,4,2,1600,1, , , , , , , , , , , 
5,1,42,1,1,1,5,5,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,62,8,2,6,9,5,1,2013,1, ,3000,1, , , , , , , , , , , 
98,2,26,13,1,1,3,3,1,2024,4,1,1600,3,6, ,98,7.5, ,5.9, ,10,4, ,1
4,1,44,4,2,4,10,7,1,2018,3, ,2200,2,7, , , , , , , , , , 
98,1,45,1,2,5,13,11,1,2024,5, , , , , , , , , , , ,5,1, 
4,1,40,12,1,1,6,6,1,2013,2, ,2000, , , , , , , , , , , , 
98,2,51,8,2,3,2,1,1,2019,1, ,1500,1, , , , , , , , , , , 
3,1,43,1,2,3,3,3,1,2013,4,1,2000, , , , , , , , , , , , 
3,1,58,1,2,6,10,10,1,2020,1, ,3300,1, , , , , , , , , , , 
5,1,71,8,2,6,3,1,1,2013,3, ,2000,1, , , , , , , , , , , 
4,1,67,2,2,7,4,2,1,2021,1, ,1600,1, , , , , , , , ,1,3,1
4,1,43,11,2,4,4,2,1,2013,3, ,1600, , , , , , , , , , , , 
98,1,29,8,1,6,12,3,1,2022,4,1,1600,1, ,20.8, ,23.1, ,23.1, ,8,1, ,2
98,1,62,1,97,4,3,3,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,44,8, , , , ,1,2019,2, ,2000,1,5, , , , , , , , , , 
2,1,58,8,2,5,6,6,1,2016,1, ,2000, , , , , , , , , , , , 
98,2,44,17,2,5,6,2,1,2020,3, ,2200,3, , , , , , , , , , , 
4,1,55,13,2,6,8,5,1,2016,3, ,2000,1,5, , , , , , , , , , 
98,2,62,8,2,6,11,1,1,2023,1, ,2500,3, ,8.2, ,6.6, ,12, ,4,1,3,1
2,2,35,1,1,1,3,3,1,2018,1, ,2400,1, , , , , , , , , , , 
98,2,49,8,2,5,4,98,1,2015,3, ,1800, , , , , , , , , , , , 
5,1,72,10,2,7,1,99,1,2018,1, ,2500,1, , , , , , , , , , , 
98,2,41,11,2,2,7,3,1,2024,4,1,1600,1, ,16.7, ,17.6, ,17, ,8,1,4,2
5,1,44,1,1,7,9,9,1,2021,1, ,2500,1, ,12.3, ,8, ,16, ,8,4,3,2
5,1,65,9,2,6,4,4,1,2014,1, ,1600, , , , , , , , , , , , 
2,1,50,8,2,5,10,6,1,2021,3, ,2200,1,9,13, ,13, ,13.6, ,1,1, , 
2,1,49,1,2,5,9,4,1,2020,5, , , , , , , , , , , , , , 
3,1,48,11,2,5,13,13,1,2021,1, ,2800,3, , , , , , , , ,1, , 
5,2,58,3,97,6,7,4,1,2020,1, ,1600, , , , , , , , , , , , 
3,2,42,2,2,5,5,98,1,2017,3, ,2400,2,7, , , , , , , , , , 
4,2,62,8,2,6,8,1,1,2015,3, ,1500,1, , , , , , , , , , , 
1,1,67,10,2,7,2,1,1,2022,1, ,1600,1, , , , , , , , ,1, , 
98,1,33,2,2,4,11,8,1,2023,1, ,5000,3, ,9, ,13.1, ,13.5, ,5,1, , 
5,1,31,1,1,6,4,4,1,2022,4,1,1600,1,7,13.8, ,11.1, ,13.7, ,10,1,5, 
2,1,36,1,1,6,7,3,1,2019,3, ,2200,2, , , , , , , , , , , 
2,1,67,3,2,7,3,3,1,2013,2, ,2000,1,7, , , , , , , , , , 
3,1,65,10,2,7,4,3,1,2014,3, ,2000,3, , , , , , , , , , , 
2,1,54,8,2,6,12,10,1,2019,3, ,3500,3, , , , , , , , , , , 
98,1,57,3,2,6,4,4,1,2013,3, ,2000,2,7, , , , , , , , , , 
98,2,39,8,1,7,99,3,1,2020,1, ,2000,1,5, , , , , , , , , , 
98,1,61,15,2,6,9,4,1,2023,4,1,1600,1,5,15.6, ,17.5, ,20, ,9,1,4, 
2,1,47,8,2,5,6,4,1,2021,1, ,1500,1, ,10.5, ,9.4, ,13, ,6,1,3,1
3,1,67,9,2,7,4,3,1,2013,1, ,2000, , , , , , , , , , , , 
5,1,50,1,2,5,3,2,1,2017,3, ,2000,1,7, , , , , , , , , , 
2,1,72,1,2,7,10,10,1,2016,4,1,2000, , , , , , , , , , , , 
1,1,48,1,1,6,11,8,1,2015,1, ,3000,1, , , , , , , , , , , 
98,1,53,16,2,5,5,3,1,2024,4,1,1600,1, ,16, ,17.5, ,19.5, ,9,1,3, 
5,1,46,1,1,1,2,2,1,2013,2, ,2000, , , , , , , , , , , , 
4,1,48,6,2,5,5,5,1,2021,4,1,1600,1, ,15.8, ,20.3, ,20.5, ,10,1, ,1
98,1,34,1,2,4,5,3,1,2024,4,1,1600,1,5,16.3, ,15, ,24, ,10,1,3,1
5,1,55,12,2,6,4,3,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,45,1,1,1,3,3,1,2020,1, ,2000,1,5, , , , , , , , , , 
98,1,29,1,1,1,4,4,1,2016,3, ,2000,1, , , , , , , , , , , 
98,2,67,8,97,6,5,2,1,2019,1, ,1600, , , , , , , , , , , , 
3,1,50,8,2,5,8,4,1,2017,3, ,2000,1,7, , , , , , , , , , 
1,1,60,16,2,6,11,6,1,2013,1, ,2000, , , , , , , , , , , , 
98,1,50,2,97,5,4,4,1,2018,3, ,2000,1,5, , , , , , , , , , 
2,1,45,4,2,4,10,6,1,2016,3, ,2200,1,7, , , , , , , , , , 
4,1,40,12,2,4,3,3,1,2019,5, , , , , , , , , , , , , , 
1,1,58,15,2,6,9,9,1,2013,1, ,1600, , , , , , , , , , , , 
5,1,69,3,2,7,3,2,1,2019,1, ,2500,1, , , , , , , , , , , 
2,1,45,1,2,4,8,8,1,2017,1, ,2000, , , , , , , , , , , , 
98,1,73,8,97,1,2,2,1,2014,3, ,2200,1, , , , , , , , , , , 
5,1,43,7,2,4,6,6,1,2017,1, ,2000, , , , , , , , , , , , 
5,1,53,5,2,5,9,4,1,2016,3, ,1500,1, , , , , , , , , , , 
98,1,48,8,2,5,4,4,1,2019,4,1,2400,1, , , , , , , , , , , 
5,1,59,9,2,6,11,11,1,2017,4,1,2400,1, , , , , , , , , , , 
3,1,52,8,1,1,4,4,1,2017,4,1,1600,1, , , , , , , , , , , 
5,2,40,8,1,6,11,11,1,2015,1, ,2000, , , , , , , , , , , , 
3,2,53,8,97,6,7,7,1,2017,3, ,1500, , , , , , , , , , , , 
1,2,44,1,1,1,5,5,1,2015,1, ,1600, , , , , , , , , , , , 
5,2,43,4,1,6,5,3,1,2013,3, ,2000,1, , , , , , , , , , , 
3,2,38,6,2,5,5,99,1,2020,1, ,1600,1, , , , , , , , , , , 
4,1,58,15,2,6,7,3,1,2018,4,1,2400,1, , , , , , , , , , , 
3,2,64,1,2,6,5,98,1,2018,1, ,2400,1, , , , , , , , , , , 
2,1,46,8,1,1,2,2,1,2013,1, ,2000, , , , , , , , , , , , 
2,1,63,14,2,6,8,4,1,2013,2, ,2000,1,7, , , , , , , , , , 
3,1,40,8,2,4,10,5,1,2019,1, ,2400,1, , , , , , , , , , , 
2,1,49,8,2,5,9,4,1,2017,3, ,2000,1,5, , , , , , , , , , 
2,1,60,11,2,2,5,3,1,2013,1, ,1600, , , , , , , , , , , , 
98,1,45,8,1,7,3,2,1,2018,3, ,2000,2,7, , , , , , , , , , 
98,2,30,9,2,2,4,2,1,2020,1, ,2000,2, , , , , , , , , , , 
2,1,44,5,2,4,7,4,1,2020,1, ,2400,1, , , , , , , , , , , 
3,1,49,10,1,1,3,3,1,2013,2, ,2000, , , , , , , , , , , , 
98,1,63,6,2,6,8,5,1,2018,1, ,2400,1, , , , , , , , , , , 
2,1,54,8,2,6,9,5,1,2023,4,1,1600,1,6,15.7, ,17.4, ,21, ,8,1,3,1
2,1,60,1,2,6,12,6,1,2013,1, ,2000, , , , , , , , , , , , 
3,1,54,2,1,6,7,7,1,2021,1, ,3500,1, , ,98,6.5, ,16, ,8,1, , 
5,2,61,1,2,6,10,3,1,2020,1, ,1600,1, , , , , , , , , , , 
98,2,48,1,2,5,10,4,1,2019,3, ,1400,1, , , , , , , , , , , 
1,1,48,8,2,5,10,8,1,2024,1, ,2000,3, ,11, ,7.6, ,13, ,6,4,3,2
98,2,71,14,1,7,4,1,1,2013,2, ,1600,1,7, , , , , , , , , , 
4,1,45,8,2,5,3,3,1,2018,4,1,1600, , , , , , , , , , , , 
2,1,65,3,2,7,7,5,1,2017,1, ,3300,1, , , , , , , , , , , 
5,1,69,1,2,7,4,3,1,2019,1, ,2400,1, , , , , , , , , , , 
4,1,40,2,2,4,4,4,1,2023,4,1,2500,1, ,15.9, ,15.5, ,20.2, ,10,1, ,2
4,2,52,8,2,6,6,1,1,2013,1, ,1600, , , , , , , , , , , , 
2,1,59,6,2,6,11,8,1,2020,1, ,1600,1, , , , , , , , , , , 
98,1,41,2,1,7,7,7,1,2023,1, ,2500,3,7,9.7, ,9, ,11.9, ,8,1,5,1
5,1,51,15,2,5,8,8,1,2015,3, ,2200,1,7, , , , , , , , , , 
98,1,34,8,2,2,7,4,1,2020,1, ,1300,1, , , , , , , , , , , 
1,1,50,8,2,5,11,7,1,2019,4,1,2000, , , , , , , , , , , , 
1,1,46,12,1,1,4,4,1,2013,3, ,2000,1, , , , , , , , , , , 
98,2,67,4,2,7,4,2,1,2018,1, ,2000,1,5, , , , , , , , , , 
5,1,58,1,2,6,2,2,1,2013,1, ,2000, , , , , , , , , , , , 
4,1,39,1,2,5,4,3,1,2019,1, ,1600,1, , , , , , , , , , , 
2,1,63,8,2,6,2,2,1,2013,1, ,1400, , , , , , , , , , , , 
98,2,44,1,2,5,5,2,1,2023,1, ,1000,1, , ,98,3, ,4.1, ,5,1, , 
4,1,33,12,97,1,8,8,1,2022,3, ,2200,1,7, ,98,7, ,15, ,7,1,3,1
1,1,53,11,2,4,5,5,1,2015,3, ,2000,1,7, , , , , , , , , , 
2,1,45,1,1,1,6,6,1,2013,1, ,2500,1, , , , , , , , , , , 
3,1,61,1,2,6,5,2,1,2019,3, ,2000,3, , , , , , , , , , , 
98,1,44,8,2,4,7,7,1,2024,1, ,3600,3, ,8.3, ,7.5, ,11.7, ,7,3, ,1
2,1,72,1,2,7,4,3,1,2014,1, ,2000, , , , , , , , , , , , 
4,2,45,8,2,3,4,98,1,2013,1, ,1000, ,5, , , , , , , , , , 
3,1,62,8,2,6,10,4,1,2021,1, ,1300,1, ,12.6, ,11.5, ,17.7, ,7,4, ,2
1,1,62,1,2,6,11,7,1,2021,3, ,2200,1,5,14.3, ,14.4, ,21.2, ,8,3, ,1
5,1,48,16,1,1,3,3,1,2021,3, ,2000,1, ,15.6, ,15, ,17, ,9,1,4,2
3,1,54,7,2,5,9,7,1,2015,3, ,2000,1,5, , , , , , , , , , 
98,2,58,8,2,6,6,2,1,2022,1, ,1600,1, , , , , , , , ,98, ,1
98,1,34,8,1,7,5,3,1,2023,4,1,1600,1, , , , , , , , ,1,3,2
2,1,61,11,2,6,7,5,1,2018,1, ,2000, , , , , , , , , , , , 
3,1,53,8, , , , ,1,2017,3, ,2000,1,7, , , , , , , , , , 
5,1,47,8,2,5,7,7,1,2022,5, , , , , , , , , , , ,1,3,2
2,1,67,1,2,6,7,6,1,2019,3, ,2200,1, , , , , , , , , , , 
4,1,35,11,1,6,99,99,1,2020,4,1,1600, , , , , , , , , , , , 
98,1,40,9,2,4,8,5,1,2014,3, ,2000,1, , , , , , , , , , , 
3,1,73,5,2,7,3,3,1,2014,4,1,2000, , , , , , , , , , , , 
98,1,46,8,2,5,11,10,1,2017,1, ,1600, , , , , , , , , , , , 
2,1,35,8,2,4,8,8,1,2023,1, ,2000,3, ,13.9, ,9, ,13.4, ,7,4,5, 
3,1,49,4,2,7,10,7,1,2013,3, ,2000,1, , , , , , , , , , , 
1,2,41,3,2,2,8,6,1,2019,4,1,2400,1, , , , , , , , , , , 
98,1,48,16,2,5,6,6,1,2013,3, ,2200,1,7, , , , , , , , , , 
98,2,41,8,2,4,11,5,1,2023,1, ,2300,3, ,11.4, ,8.1, ,14.6, ,5,1, ,2
98,1,43,2,2,5,13,6,1,2023,1, ,3500,1,9, ,98,8.9, ,11.5, ,5,1,3, 
4,1,53,8,2,5,5,5,1,2019,1, ,2000, , , , , , , , , , , , 
1,1,49,8,2,5,10,5,1,2023,1, ,2500,3, ,9.8, ,7.6, ,11.5, ,6,1,4,1
4,1,47,1,2,2,12,4,1,2017,1, ,2000, , , , , , , , , , , , 
5,1,45,1,1,1,6,6,1,2016,1, ,3000,1, , , , , , , , , , , 
5,1,58,8,2,6,5,5,1,2013,3, ,2200,1,7, , , , , , , , , , 
5,1,30,2,1,1,5,5,1,2014,3, ,1500,1, , , , , , , , , , , 
5,1,53,4, , , , ,1,2022,1, ,3800,1,7, ,98,7, ,10.3, ,4,1,3,1
3,1,66,11,2,6,10,5,1,2016,3, ,2000,3, , , , , , , , , , , 
2,1,45,8,2,5,6,4,1,2018,1, ,1600,1, , , , , , , , , , , 
2,1,55,1,1,1,7,7,1,2014,3, ,2200,1,9, , , , , , , , , , 
2,1,45,4,97,5,4,4,1,2015,1, ,1600,1, , , , , , , , , , , 
98,2,52,15,2,6,99,99,1,2019,1, ,1600, , , , , , , , , , , , 
3,1,54,2,2,6,6,6,1,2022,3, ,2000,3, , , , , , , , ,1, , 
2,1,62,3,2,7,6,98,1,2013,1, ,1600, , , , , , , , , , , , 
1,1,46,1,1,7,7,4,1,2015,1, ,2000, , , , , , , , , , , , 
5,1,58,11,2,6,6,6,1,2022,6, , ,1, , , , , , , , ,1,4,2
4,1,42,4,1,6,3,1,1,2013,4,1,1600, , , , , , , , , , , , 
2,1,54,1,2,5,6,6,1,2014,1, ,2000, , , , , , , , , , , , 
98,1,60,4,97,1,4,4,1,2024,1, ,2000,3, ,11, ,10, ,13, ,10,1,4, 
1,2,27,1,1,6,13,13,1,2023,1, ,3500,3, , ,98,5.2, ,6.4, ,10,5,3,1
98,1,72,12,2,7,2,2,1,2023,1, ,1000, ,5, ,98,16.7, ,19.1, ,8,1, ,2
5,1,66,1,2,6,8,4,1,2022,1, ,2500,1, ,10.4, ,9.5, ,13.5, ,9,1,3,1
3,1,37,1,2,2,4,3,1,2022,2, ,2000,1,2,9, ,8.8, ,12, ,7,3,1,1
98,1,69,12,2,6,6,98,1,2022,4,1,1600,1,5,15.7, ,20.3, ,20, ,8,1, ,1
2,1,69,12,2,6,3,3,1,2013,3, ,2000,1,7, , , , , , , , , , 
4,1,34,8,2,2,3,3,1,2019,1, ,1600,1, , , , , , , , , , , 
98,1,68,1,2,6,13,10,1,2021,1, ,2400,1, , ,98,14.2, ,17.7, ,9,1,3,2
98,2,64,10,2,6,5,5,1,2014,1, ,3000,1, , , , , , , , , , , 
5,1,69,14,2,7,11,10,1,2023,4,1,2500,3, , ,98,14.7, ,16.3, ,9,1, , 
2,1,50,1,2,6,5,5,1,2014,3, ,2000,3, , , , , , , , , , , 
2,1,66,8,2,7,7,6,1,2022,3, ,3000,2,7,9.1, ,7.9, ,11.7, ,7,1, ,1
1,1,53,1,2,5,8,4,1,2013,3, ,2200,1,9, , , , , , , , , , 
4,2,54,8,1,1,3,3,1,2014,1, ,1000, ,5, , , , , , , , , , 
98,1,73,5,2,7,6,4,1,2019,4,1,2400,1, , , , , , , , , , , 
5,1,61,8,2,6,9,6,1,2019,1, ,1600, , , , , , , , , , , , 
5,1,64,1,2,6,2,2,1,2013,1, ,1600, , , , , , , , , , , , 
1,1,64,11,2,7,5,5,1,2022,1, ,2000, , , ,98,9.7, ,13.6, ,8,1,5,1
4,1,65,17,2,7,7,5,1,2020,1, ,1500,1, , , , , , , , , , , 
3,1,39,8,2,3,7,4,1,2023,1, ,2000,1, ,10.3, ,8.5, ,11.4, ,8,4,3,1
2,1,57,1,2,6,11,11,1,2017,3, ,3000,3, , , , , , , , , , , 
98,2,36,14,1,7,99,2,1,2023,4,1,1600,1, ,20.8, ,23.1, ,20, ,9,1,3,2
2,1,50,15,2,5,5,3,1,2020,1, ,1600, , , , , , , , , , , , 
3,1,43,11,2,3,5,4,1,2017,1, ,2400,1, , , , , , , , , , , 
1,1,52,12,2,5,3,3,1,2021,4,1,1600,1, , ,98,21.5, ,19.1, ,6,3, , 
4,1,43,8,2,4,5,5,1,2013,1, ,1600, , , , , , , , , , , , 
