SQ03,SQ04,SQ0502,SQ06,DQ02,DQ04,DQ08,DQ0801,Q010101,Q01010201,Q0119,Q01190100,Q0117,Q0120,Q012001,Q03,Q0301,Q0302,Q030301,Q030302,Q0307,Q030801,MQ030902,Q030902
3,1,53,10,2,6,8,5,1,2023,1, ,2000,3, ,2,13,3,7,1,99,6,7200, 
98,1,70,1,2,7,10,3,1,2024,1, ,2000,3, ,2,8,18,17,1,1,13,6000, 
2,1,42,8,2,5,12,11,1,2024,3, ,2000,3, ,2,13,3,17,1,1,13,7000, 
98,2,38,2,1,6,2,4,1,2024,1, ,1000, ,5,4, , , , , , , , 
4,1,57,2,2,6,7,5,1,2022,1, ,2000,3, ,2,9,6,13,2,9,7,5750, 
2,1,62,11,2,6,12,11,1,2024,1, ,3500,3, ,1,3,19,26,1,13,3,13500, 
4,1,52,8,2,5,8,7,1,2024,2, ,2000,1,5,2,6,20,13,1,8,8,3120, 
98,1,38,11,2,5,9,7,1,2023,1, ,2000,1, ,2,98,20,17,1,1,13,5000, 
98,1,61,1,2,6,7,3,1,2023,1, ,2500,3,7,1,4,18,7,1,8,7,7400, 
4,1,30,8,1,1,4,4,1,2023,1, ,2200,1, ,1,13,8,28,1,1,99, , 
5,1,29,13,2,4,3,3,1,2023,1, ,1600,1, ,2,12,19,26,1,99,5,3200, 
3,1,62,6,2,6,7,4,1,2022,1, ,2800,2, ,1,9,5,13,1,99,7,7000, 
98,1,59,8,2,6,4,4,1,2024,1, ,2000,3, ,2,13,4,24,1,8,7,6000, 
5,1,57,8,2,6,5,5,1,2023,1, ,2500,1,5,1,10,3,13,3,9,99,3944, 
98,1,57,11,2,6,10,10,1,2024,4,1,1600,1,7,1,7,9,25,1,1,10,5100, 
1,1,43,4,2,5,6,5,1,2022,1, ,2000,3, ,2,6,19,17,1,1,13,7348, 
1,2,47,3,2,5,6,2,1,2023,2, ,2000, , ,1,2,21,13,1,8,99,3800, 
98,1,48,4,2,5,4,4,1,2024,6, , ,1, ,3,9,7,17,1,9,7,6890, 
98,1,50,8,2,5,7,5,1,2024,4,1,1600,1, ,1,12,9,20,1,99,3,4000, 
98,1,69,1,2,6,11,8,1,2022,4,1,2500,1, ,2,7,19,22,1,11,5,7000, 
98,2,29,1,1,6,8,5,1,2023,1, ,1600, , ,1,10,3,13,1,99,7,2864, 
98,1,46,3,2,5,7,7,1,2024,1, ,2500,1,5,1,4,19,1,1,99,7,4500, 
98,1,37,5,2,5,4,4,1,2024,1, ,1300,1, ,1,4,17,28,1,8,3,2900, 
98,1,48,8,2,5,10,8,1,2022,1, ,2000,3, ,1,13,22,6,2,5,3, , 
5,1,74,4,2,5,5,3,1,2024,1, ,2000, , ,3,7,22,20,2,8,99, ,99
98,1,72,15,2,7,3,3,1,2023,1, ,1000,1, ,1,9,9,26,3, , ,1400, 
98,1,66,11,2,7,5,3,1,2023,1, ,1600,1, ,1,11,21,20,1,8,5,2800, 
98,1,44,14,2,5,4,4,1,2024,1, ,1600,1, ,1,6,18,12,1, , ,3097, 
5,2,54,8,2,6,8,2,1,2023,5, , , ,7,2,9,15,8,1,99,3,8500, 
5,2,54,8,2,7,8,3,1,2022,3, ,2000,1, ,2,4,22,13,1,6,99,4400, 
98,1,45,6,2,3,3,3,1,2023,1, ,1300,1, ,2,6,26,17,1,8,2,2700, 
98,1,54,8,2,5,3,3,1,2024,4,1,1600,1,9,1,99,21,24,1, , , , 
1,1,58,8,2,7,5,4,1,2023,1, ,1600, , ,1,12,17,25,1,3,5,2700, 
1,1,47,3,2,5,8,5,1,2024,1, ,3000,3, ,1,4,18,7,1,1,12,11600, 
98,1,47,8,2,5,4,4,1,2024,4,1,1600,1, ,2,12,5,26,1,2,7,4300, 
98,1,44,4,2,3,6,4,1,2024,3, ,3000,1, ,3,6,19,20,1,1,7,16620, 
98,1,60,3,2,7,6,6,1,2024,4,1,1600,1,5,2,7,27,29,1,2,5,4300, 
5,1,42,8,2,2,4,4,1,2021,1, ,1500,1, ,2,10,20,13,1,8,7,4900, 
5,1,55,2,2,6,6,4,1,2021,1, ,2400,2, ,2,9,97,17,1,6,7,4150, 
4,1,46,8,2,5,7,7,1,2021,4,2,3000,3, ,1,3,20,2,1,99,8,8400, 
98,2,49,12,1,1,4,4,1,2024,4,1,1600,1, ,1,13,22,20,1,8,7,3807, 
98,2,41,1,1,1,11,11,1,2022,1, ,1800,3, ,1,9,22,15,3,1,12,8000, 
1,1,51,8,2,5,9,2,1,2023,1, ,2500,3,5,1,7,4,28,3, , , , 
5,1,53,1,2,5,8,5,1,2024,1, ,3600,3, ,2,8,19,17,1,1,3,6190, 
1,1,53,12,2,6,5,2,1,2023,3, ,2200,1,8,2,6,9,17,2, , ,5876, 
98,1,74,6,2,7,11,11,1,2024,1, ,2000,3, ,1,2,18,7,3,1,10, , 
5,2,38,1, , , , ,1,2022,4,2,2000,3, ,1,4,19,17,1,8,10,8000, 
98,1,69,12,2,7,4,3,1,2023,4,1,1600,1, ,2,12,22,12,1,1,6,3722, 
98,1,72,10,2,7,4,4,1,2024,1, ,2500,1,7,2,8,6,26,1,1,99, ,99
1,2,36,1,2,4,4,2,1,2024,5, , , , ,1,1,26,25,1,3,9,4869, 
4,2,43,8,1,1,2,2,1,2023,1, ,2000,1, ,2,7,27,21,1,2,1,3500, 
98,2,56,4,97,6,11,4,1,2024,4,1,1600,1, ,1,13,1,20,1, , , , 
98,1,55,8, , , , ,1,2023,1, ,2500,1, ,2,6,22,23,1,99,5,3716, 
98,1,68,12, , , , ,1,2023,1, ,1600,1, ,2,4,17,23,1,9,4,3200, 
98,2,32,8,1,1,8,8,1,2024,1, ,2000,3, ,4, , , , , , , , 
98,1,44,11,2,5,10,10,1,2024,1, ,2500,3, ,2,4,27,13,3, , , , 
98,1,48,7,2,3,99,99,1,2024,1, ,2500,1,5,1,6,8,24,1,99,99, ,99
98,1,58,8,2,7,8,8,1,2024,4,1,1600,1, ,2,6,3,8,1,8,7,5470, 
98,1,51,1,2,5,3,3,1,2023,1, ,1300,1, ,1,2,8,13,1,99,4,2100, 
98,1,48,1,97,5,8,8,1,2022,4,2,3000,3, ,1,7,10,7,1,99,6,7237, 
98,1,46,14,2,5,5,5,1,2023,4,1,1600,1, ,1,7,2,16,2,4,7,5300, 
98,1,58,5,2,6,6,6,1,2023,4,1,1600,1,5,2,2,17,20,1,8,4,4031, 
2,1,47,8,2,5,9,8,1,2023,5, , , , ,2,12,1,29,1,99,3,6500, 
98,1,47,8,2,5,8,6,1,2021,1, ,2000,1, ,2,4,8,2,1,8,4,5940, 
98,1,59,13,2,6,5,4,1,2024,2, ,3500,1,9,2,7,8,30,1,4,5,3800, 
98,2,43,15,2,5,11,1,1,2023,4,1,1600,1, ,4, , , , , , , , 
5,1,41,8,2,4,5,2,1,2022,5, , , , ,2,3,17,7,2, , ,8260, 
4,1,51,2,2,3,8,6,1,2023,1, ,3000,3, ,1,13,7,10,2,1,8,22000, 
5,2,27,8,1,6,7,98,1,2023,1, ,1500,1, ,2,11,22,18,1,1,10,3000, 
3,2,59,5,2,7,11,4,1,2023,4,2,3500,3, ,3,7,28,1,1,1,7,14800, 
4,1,71,15,2,7,5,5,1,2022,3, ,2500,3, ,1,13,17,7,1,11,4,6090, 
4,1,41,8,2,5,7,7,1,2023,5, , , , ,1,12,17,17,1,3,14,15270, 
5,1,43,8,2,5,8,5,1,2023,1, ,2500,1, ,1,3,8,2,1,99,3,4300, 
5,1,51,8,2,6,10,10,1,2024,1, ,2500,3,5,1,4,27,2,1,8,3,8650, 
98,2,49,8,2,5,8,2,1,2024,5, , , ,5,3,99,9,23,1,99,6,2735, 
4,1,44,8,2,5,5,5,1,2021,1, ,2000,3, ,3,3,27,2,1,8,7,7072, 
5,1,62,7,2,6,11,3,1,2024,1, ,2500,1, ,1,3,21,3,1,99,1,6400, 
98,1,31,8,2,4,6,6,1,2022,4,2,2000,1, ,2,9,7,13,1,1,14,7700, 
98,2,59,5,2,7,9,3,1,2024,1, ,3800,3,7,4, , , , , , , , 
98,1,46,6,2,5,7,7,1,2023,1, ,3800,3,7,1,12,17,11,3,2,9,5100, 
5,1,44,8,2,5,5,5,1,2022,5, , , , ,2,9,3,29,2, , ,6300, 
2,1,59,2,2,6,4,4,1,2023,1, ,2500,1,5,2,12,2,25,1,8,5,4457, 
98,1,42,8,1,1,8,8,1,2024,4,1,2000, , ,1,4,21,2,1,8,7,4000, 
3,1,51,8,2,5,5,3,1,2023,1, ,1500,1, ,2,13,8,13,1,2,6,3208, 
3,1,63,8,2,6,11,7,1,2024,1, ,2500,1, ,2,4,20,26,1,8,7,3870, 
2,1,42,1,1,1,3,3,1,2024,5, , , , ,1,7,18,19,2,5,5, ,99
1,1,49,1,2,5,8,6,1,2024,1, ,2500,1,6,2,1,8,30,3,8,7,4745, 
4,2,49,4,2,6,7,3,1,2022,3, ,2500,1, ,2,8,18,22,2,5,4, ,99
98,1,51,11,2,5,10,8,1,2024,3, ,2200,1,7,2,12,27,17,1,1,14,4600, 
4,2,63,3,2,6,5,5,1,2023,1, ,2000,3, ,2,4,16,7,1, , ,5700, 
4,2,51,2,2,5,11,2,1,2023,1, ,2000,1, ,3,3,20,7,1,99,6,6800, 
98,1,48,8, , , , ,1,2023,1, ,2000,1, ,2,3,20,2,1,9,6,6200, 
3,1,41,8,2,5,11,6,1,2021,1, ,3000,2, ,1,7,7,22,1,1,11, , 
98,1,69,1, , , , ,1,2022,1, ,2000,1, ,2,99,21,25,1,99,99, , 
1,1,45,15,2,2,10,5,1,2024,3, ,3000,3, ,2,12,20,6,2,8,7,10500, 
98,1,45,1,2,4,10,7,1,2023,1, ,3000,3, ,2,9,20,25,1,1,14,12000, 
5,2,40,14,2,5,7,3,1,2023,5, , , , ,3,7,22,29,1,1,13,5260, 
5,1,69,8,2,7,8,4,1,2023,1, ,2000,3, ,3,6,21,2,1,1,7,6921, 
4,1,43,1,2,5,8,7,1,2023,2, ,2000, , ,1,98,8,21,1,8,6,3400, 
98,1,44,14,2,5,7,4,1,2023,4,1,2000,1, ,3,6,27,24,1,2,7,4300, 
98,1,44,8,2,5,6,4,1,2022,5, , , , ,1,13,8,8,2, , ,8900, 
2,2,37,1,2,4,10,5,1,2023,4,1,2000,3, ,2,13,7,7,1,99,99,7800, 
98,1,42,11,2,5,7,5,1,2024,3, ,2200,1,7,2,4,3,30,1,8,7,4680, 
4,2,59,12,2,6,4,3,1,2024,4,1,1600,1,5,3,7,19,30,1, , ,4300, 
98,2,48,8,2,5,9,4,1,2023,3, ,2200,1,7,3,6,19,22,1,99,5,4500, 
4,1,34,1,1,1,5,5,1,2024,5, , , , ,1,9,27,26,1,1,14,8110, 
3,2,55,1,1,1,13,13,1,2022,1, ,2500,1, ,1,4,5,10,1,1,9,7425, 
3,1,67,2,2,6,9,3,1,2022,1, ,2000,1, ,3,6,21,7,1,1,7,6500, 
5,1,44,1,2,5,6,6,1,2024,1, ,1000,1, ,2,1,7,26,2,11,1,1700, 
1,1,37,8,2,4,10,7,1,2021,5, , , , ,2,4,3,8,3, , , , 
2,1,42,3,2,4,3,3,1,2023,1, ,1000, ,5,2,4,18,20,1,99,4,1950, 
98,1,42,1,2,4,11,11,1,2023,1, ,2000,1, ,3,9,8,7,1,99,5,6260, 
3,2,46,8,2,5,10,5,1,2022,4,2,2300,1, ,3,3,20,25,1, , , ,99
3,2,48,10, , , , ,1,2023,3, ,2000,3, ,3,2,20,20,1, , , ,99
1,1,65,14,2,7,11,5,1,2021,1, ,2800,2, ,2,9,8,13,1,1,9,6000, 
98,2,56,14,2,6,6,2,1,2023,4,1,1600,1, ,3,11,27,7,1,9,99,5000, 
5,1,55,1,2,6,4,4,1,2024,4,1,1600,1,6,1,9,18,20,2,2,99,5432, 
5,1,62,11,2,6,4,4,1,2023,1, ,1000, ,5,2,10,21,8,1,1,7,1520, 
5,2,44,11,2,5,8,4,1,2021,3, ,2000,1, ,1,3,21,17,1,9,5,4450, 
2,1,58,6,97,1,3,3,1,2024,1, ,1000,1, ,1,13,18,18,1, , , , 
98,2,39,6, , , , ,1,2024,4,1,1600,1,9,2,2,17,97,2,8,2, , 
3,1,52,1,2,5,13,12,1,2021,1, ,3000,1, ,2,11,3,6,2,1,14,27000, 
5,2,49,9,97,6,6,6,1,2023,1, ,2800,2, ,1,4,20,24,1,10,13,7900, 
98,1,49,13,2,5,7,5,1,2023,5, , , , ,2,6,3,29,1,3,5,5690, 
5,2,58,9,1,1,5,5,1,2024,1, ,1600,1, ,2,6,18,26,1,99,1,3700, 
2,1,55,8,2,7,13,13,1,2022,3, ,2000,3, ,1,12,27,20,1,1,13, , 
98,1,40,16,1,6,3,3,1,2024,4,1,1600,1, ,1,7,8,29,1,8,7,4200, 
98,2,49,1,2,5,2,98,1,2023,1, ,2500,1,7,3,99,16,16,2, , , ,99
4,1,53,15,2,6,8,5,1,2023,4,1,2500,1, ,2,7,20,22,1,8,8,7160, 
4,1,47,8,2,5,8,5,1,2023,1, ,2000,1, ,2,7,9,30,1,1,13,4800, 
2,1,68,1,2,6,10,2,1,2023,1, ,1600,1, ,2,4,22,97,1,99,5,3000, 
98,1,58,13,2,6,11,7,1,2023,4,1,1600,1, ,2,12,7,29,1, , ,4800, 
5,1,49,8,2,5,8,6,1,2023,5, , , , ,1,6,9,1,1,99,1,5690, 
98,1,68,9,2,7,6,4,1,2024,4,1,1600,1,7,2,8,8,20,1,99,3,5000, 
98,2,53,1,2,6,10,7,1,2023,1, ,3000,3, ,1,4,19,7,1, , , , 
98,1,68,8,2,7,6,3,1,2023,4,1,2000, , ,1,6,17,20,1,8,3,3400, 
2,1,57,8,2,6,12,7,1,2024,4,1,2500,1, ,2,7,22,20,1,99,9,7160, 
3,2,49,8,2,5,10,4,1,2023,1, ,3000,3, ,2,11,22,24,1,2,99, ,99
1,1,50,8,2,5,7,7,1,2023,3, ,2200,2, ,1,8,19,7,1,8,3, ,99
3,1,53,8,97,1,4,4,1,2023,1, ,2000, , ,3,11,3,6,1,8,6,4200, 
98,1,63,14,2,7,6,5,1,2024,4,1,1600,1,5,1,4,22,30,1,99,5,5070, 
5,1,52,8,2,5,11,8,1,2022,1, ,3000,3, ,2,13,5,7,1,1,9,14440, 
98,1,43,1,2,4,11,7,1,2024,1, ,2500,3, ,2,2,8,3,1,99,1,6500, 
98,1,51,8,2,2,5,3,1,2023,4,1,1600,1, ,2,7,1,20,1,2,99,5200, 
98,2,42,1,1,1,6,6,1,2023,1, ,1000,1, ,1,6,21,18,2,1,1,1640, 
3,1,34,6,1,6,11,4,1,2022,1, ,2000,1, ,2,8,19,7,1,13,7,7000, 
3,2,49,5,2,5,10,3,1,2023,1, ,2500,3, ,2,10,27,30,2,6,99,8000, 
5,1,44,6,2,4,10,7,1,2023,1, ,2000,3, ,3,3,22,7,1,9,5,6900, 
2,2,41,1,2,5,8,1,1,2023,3, ,2000,3, ,3,8,20,17,1,1,11,4200, 
98,2,38,1,2,4,11,6,1,2024,1, ,2500,3, ,2,8,8,8,1,8,99,6311, 
2,1,66,8,2,6,11,10,1,2023,1, ,2200,3, ,2,12,4,22,1, , , , 
2,1,46,1,2,5,8,3,1,2024,1, ,1000,1, ,1,4,3,13,2, , ,1700, 
1,1,67,4,2,6,7,7,1,2022,1, ,2000,1, ,1,4,17,30,1,4,99,7425, 
3,2,47,2,2,5,10,3,1,2023,1, ,3600,3, ,3,13,19,9,1,9,6,5000, 
4,1,58,2,2,6,99,99,1,2022,1, ,2000,3, ,2,9,15,22,1,99,99, ,99
98,2,32,8,2,2,6,2,1,2024,1, ,1600, , ,2,10,22,19,1,8,7,2751, 
98,1,57,1,2,6,8,7,1,2024,4,1,1600,1, ,2,3,5,17,1,1,9,4400, 
4,1,49,8,2,5,9,6,1,2024,5, , , , ,1,11,20,21,2, , ,5699, 
2,1,46,10,2,5,5,4,1,2022,1, ,3000,1, ,2,9,28,15,2,4,3,13750, 
98,1,50,8,2,6,5,3,1,2023,4,1,1600,1, ,2,6,8,29,1,1,9,5000, 
98,1,43,3,2,5,4,99,1,2023,4,1,1600,1,5,1,11,8,26,1,8,7, ,99
5,1,44,1,2,5,5,5,1,2023,1, ,3000,1, ,3,9,4,9,1,8,4,6400, 
98,1,61,8,2,6,13,13,1,2024,4,1,1600,1,5,2,12,8,30,1,3,6,4900, 
98,1,39,9,2,4,10,7,1,2024,1, ,2500,1,6,2,9,27,26,1,8,7,4400, 
2,2,45,8,2,5,3,2,1,2024,1, ,2000, , ,3,8,9,7,2,1,4,3779, 
5,1,63,8,2,6,6,4,1,2023,4,1,1600,1,5,1,3,21,20,1,8,5,4300, 
98,1,36,2,2,4,6,3,1,2023,5, , , , ,2,6,22,17,2,1,6,5299, 
98,1,42,1,2,3,8,4,1,2024,1, ,2000,1, ,3,6,8,2,1,1,11,8800, 
98,1,57,8, , , , ,1,2023,1, ,1300,1, ,1,13,7,7,1,8,6,2800, 
98,1,56,10,2,5,9,6,1,2023,1, ,3500,2, ,2,4,7,16,1,1,9,14200, 
1,2,44,1,2,5,8,4,1,2024,1, ,2500, , ,1,2,8,13,1,1,6,3779, 
4,1,39,8,2,4,4,3,1,2023,4,1,1600,1,7,3,3,2,29,2,1,8,5500, 
2,1,51,2,2,6,11,4,1,2024,1, ,2000,3, ,3,8,7,25,1,8,7,5000, 
98,2,43,15,2,3,7,3,1,2023,6, , ,1, ,3,7,3,17,3,8,5,6890, 
3,1,57,8,2,6,7,6,1,2024,3, ,2500,3, ,1,4,19,7,3, , ,4791, 
1,1,49,13,2,5,6,6,1,2024,4,1,1600,1, ,2,6,21,21,1,99,99,4000, 
98,1,54,15,2,6,9,9,1,2023,1, ,3000,3, ,1,2,20,25,1,1,14,8030, 
4,2,58,8,2,6,13,1,1,2023,3, ,3800,3,7,3,9,21,11,1,1,7,5300, 
98,1,42,8,2,5,6,6,1,2023,1, ,2500,1,6,1,10,8,11,1,8,7,4900, 
98,1,59,2,2,7,7,7,1,2024,4,1,1600,1,7,1,7,18,22,1,2,5,5800, 
5,2,39,3,2,4,6,99,1,2023,3, ,2000,3, ,2,4,7,7,1,1,10,7000, 
98,1,39,17,1,1,4,4,1,2023,5, , , , ,1,1,3,20,1, , ,5200, 
5,1,50,1,2,5,10,8,1,2024,1, ,2500,3, ,2,4,21,97,1,99,99, ,99
5,2,37,8,1,6,99,3,1,2023,5, , , ,5,1,4,21,20,3, , , ,99
1,1,50,8,2,5,11,11,1,2024,1, ,2500,1,6,3,10,8,25,1,8,6,4800, 
1,1,46,4,2,5,10,6,1,2023,1, ,1500,1, ,1,3,17,26,1,8,99,3800, 
98,1,66,4,97,1,4,4,1,2023,4,1,1600,1, ,2,7,18,20,1,99,5,3600, 
1,1,55,1,2,5,4,4,1,2023,1, ,3500,1, ,1,13,26,22,3,1,6,5000, 
3,1,47,8,2,2,8,4,1,2022,3, ,2000,1, ,1,2,1,28,1,99,6,3800, 
5,1,59,11,2,6,12,11,1,2024,1, ,2500,3,5,1,9,8,20,3, , , , 
98,1,38,1,1,1,4,4,1,2023,5, , , , ,1,12,3,29,2,12,3,5800, 
1,1,53,6,2,5,7,5,1,2024,1, ,2500,3, ,1,6,9,25,1,1,5, ,99
2,1,40,8,2,4,11,9,1,2023,5, , , , ,1,3,25,2,1,9,7,19000, 
98,2,42,15,2,5,7,3,1,2023,5, , , , ,2,99,7,17,1,1,4,4100, 
1,1,51,1,2,5,7,6,1,2023,4,1,2000, , ,2,2,3,29,1,99,7,3800, 
98,2,47,2,2,5,4,98,1,2023,1, ,1600,1, ,1,9,19,7,1,99,7, ,99
2,2,39,3,2,5,11,7,1,2023,5, , , , ,1,5,9,24,1,10,8,17000, 
2,1,57,4,97,6,7,3,1,2022,1, ,2000,3, ,1,8,22,7,1,13,11,6500, 
3,2,52,12,2,4,5,2,1,2023,1, ,1600,1, ,1,12,2,2,1,9,5, ,99
1,2,53,1,2,6,5,5,1,2024,1, ,2000,1, ,1,1,17,20,1,1,1,3701, 
98,1,42,8,2,4,6,6,1,2024,1, ,2500,1, ,1,2,9,9,2, , , , 
4,1,42,7,2,4,6,6,1,2024,5, , , ,5,3,7,20,29,1,8,5,2735, 
98,1,39,8,2,4,8,4,1,2021,1, ,2000,3, ,3,3,21,7,1,8,3,4800, 
98,2,29,4,1,6,3,98,1,2023,4,1,1600, , ,3,3,8,29,1,8,5,3300, 
98,1,51,8,1,7,5,5,1,2024,4,1,1600,1, ,1,9,22,29,1,99,99,5000, 
3,1,63,8,2,6,3,2,1,2023,1, ,2500,1, ,2,4,22,25,1,8,3,4325, 
3,1,62,4,2,6,10,9,1,2021,3, ,2200,3, ,2,10,20,7,1,13,12,7800, 
98,2,34,6,1,1,3,3,1,2023,4,1,1600,1, ,1,4,19,20,1,99,7,4800, 
98,1,48,8,2,5,2,2,1,2023,3, ,2000,1, ,2,7,8,25,1,1,99,3500, 
98,1,42,3,2,5,6,6,1,2023,4,1,1600,1, ,1,6,3,26,1,99,7, ,99
98,2,45,3,2,3,6,3,1,2024,1, ,2000,1, ,2,9,8,16,1,9,6,4500, 
4,2,36,8,1,1,2,2,1,2024,1, ,1600, , ,1,6,18,17,3,9,7,2200, 
5,1,46,4,2,5,10,8,1,2023,1, ,3000,3, ,2,2,22,16,1,11,7,9600, 
98,1,53,4,2,5,11,6,1,2023,3, ,2200,1,7,3,6,19,13,3,99,99, ,99
98,1,41,1,2,4,7,7,1,2024,1, ,3000,3, ,2,6,27,30,1,99,7,8370, 
98,1,49,8,97,1,3,3,1,2024,1, ,1600,1, ,2,13,1,28,2,99,5, , 
5,1,52,14,97,6,4,2,1,2023,4,1,1600,1, ,2,7,10,14,1,2,2,3800, 
2,1,26,1,1,1,7,7,1,2023,5, , , , ,1,3,1,16,2,5,12,10502, 
1,1,44,1,2,4,4,3,1,2024,1, ,1000, ,5,1,8,16,2,3,99,5,1974, 
98,1,39,1,1,1,4,4,1,2022,3, ,4300,2, ,1,98,10,22,2,1,99, ,99
2,1,40,4,2,4,4,4,1,2023,5, , , , ,1,7,8,21,1,9,3,5000, 
4,2,28,4,1,6,6,3,1,2023,1, ,1000,1, ,1,1,6,7,2,1,6,1670, 
98,2,45,5,97,6,5,3,1,2023,4,1,1600,1,5,4, , , , , , , , 
3,1,34,4,2,2,7,5,1,2024,4,1,1600,1,6,1,3,7,26,3,8,99,5450, 
3,1,68,7,2,7,6,6,1,2023,1, ,3500,3,5,2,5,5,8,1,13,3,6500, 
4,2,31,12,2,3,9,4,1,2021,1, ,2000,1, ,2,12,27,13,1,8,6,4650, 
3,2,66,1,2,6,12,10,1,2023,5, , , , ,2,8,15,24,3,1,8,9185, 
1,2,49,8,2,5,12,11,1,2023,1, ,2500,1, ,2,8,18,12,1,8,6,4500, 
98,1,58,8,2,6,8,4,1,2024,5, , , , ,1,7,3,23,1,9,8,5100, 
3,2,39,4,2,5,7,3,1,2022,5, , , , ,2,9,5,13,1,1,7,8260, 
5,1,45,8,2,4,4,3,1,2021,1, ,2300,3, ,2,6,20,7,1,99,99,6500, 
4,1,47,2,2,5,10,6,1,2023,4,1,1600,1, ,2,7,8,8,1,99,4,3400, 
98,1,60,1,2,6,10,3,1,2023,1, ,2200,1, ,2,3,21,7,1,2,5,6000, 
98,1,48,8,2,5,6,6,1,2023,3, ,2200,1,9,1,99,18,17,1,8,5,4400, 
98,1,54,15,2,6,4,4,1,2024,4,1,1600,3, ,2,9,1,13,1,8,1,4000, 
98,1,60,8,2,7,5,5,1,2023,1, ,2500,1, ,2,12,2,17,1,99,6,5000, 
2,2,46,8,1,1,4,4,1,2021,1, ,2000,3, ,1,1,1,24,1,10,11,5000, 
98,1,53,15,2,5,7,5,1,2024,1, ,2500,1, ,2,12,19,13,1,9,3,3900, 
98,1,57,11,2,6,8,5,1,2023,1, ,1600, , ,3,6,21,22,2,8,3,2800, 
98,2,36,11,2,5,5,2,1,2022,3, ,2000,1, ,3,6,20,17,1,8,7,4200, 
98,1,43,10,2,5,8,6,1,2024,5, , , , ,2,6,18,17,3, , , , 
98,2,34,8,2,3,7,3,1,2024,4,1,1600,1,5,3,12,8,30,1,8,7,5000, 
5,1,62,4,2,7,9,7,1,2023,3, ,2200,1,7,1,4,8,16,1,99,5,5000, 
98,1,47,6,2,5,3,4,1,2024,4,1,1600,1,9,2,4,17,9,1,2,99,5400, 
98,1,61,8,2,6,10,8,1,2022,3, ,2000,1, ,1,1,10,20,1,8,7, ,99
1,1,39,1,2,5,12,8,1,2023,5, , , , ,1,7,5,25,1,10,10,15000, 
5,1,53,1,97,5,6,6,1,2024,4,1,1600,1,7,2,12,7,29,3,99,5,5450, 
1,2,47,14,2,5,11,5,1,2023,5, , , ,7,2,6,7,28,1,1,7,9152, 
4,1,52,8,2,5,11,7,1,2024,4,1,1600,1,6,1,13,4,21,1,8,6,5150, 
2,1,37,1,1,1,11,11,1,2024,1, ,5000,1, ,1,10,3,6,1,3,5,17000, 
98,2,51,1,2,5,5,5,1,2024,5, , , , ,3,13,21,23,1,99,99, ,99
98,1,62,3,2,6,11,5,1,2022,5, , , , ,3,9,27,8,2, , ,6500, 
1,1,42,2,2,7,13,13,1,2024,1, ,1000,1, ,1,2,9,23,3,10,14, ,99
5,1,65,1,2,6,6,6,1,2023,1, ,3500,1, ,3,11,21,22,1,1,5, ,99
2,1,40,1,2,5,5,3,1,2023,1, ,1200,1, ,1,8,9,20,2,3,8,4690, 
98,1,51,8,2,5,5,5,1,2024,4,1,1600,1,5,2,6,7,26,1,8,5,4200, 
98,2,38,5,2,4,5,2,1,2023,5, , , ,6,3,99,3,20,1, , ,9000, 
2,1,60,12,2,6,10,3,1,2023,4,1,1600,1, ,3,6,21,29,1,8,4,3800, 
98,1,64,8,2,7,5,5,1,2023,1, ,2500,3, ,2,11,1,7,1,99,99,6000, 
4,2,41,8,2,4,10,4,1,2022,3, ,2000,1, ,2,2,21,26,1,9,99,4300, 
3,1,45,8,1,1,5,5,1,2023,1, ,1500,3, ,1,99,19,17,1,99,99,3800, 
3,1,54,4,2,6,11,7,1,2023,1, ,1300,1, ,2,12,22,7,1,5,3,2800, 
98,1,60,1,2,6,11,4,1,2023,4,1,1600,1, ,3,9,18,28,1,99,99,3900, 
98,1,51,8,2,5,4,4,1,2022,1, ,3000,1, ,1,6,1,22,1,1,14,13500, 
1,1,66,2,2,7,10,10,1,2024,1, ,2500,1, ,2,5,2,8,1,6,5,6400, 
98,2,49,1,2,5,8,4,1,2023,4,1,1600,1, ,3,12,17,20,1,10,8,4500, 
98,1,52,10, , , , ,1,2023,4,1,1600,1,6,1,7,8,8,1,8,3,4930, 
98,1,46,8,2,5,5,5,1,2024,4,1,1600,1,7,2,4,22,9,1,8,7,5780, 
3,1,60,8,2,7,4,4,1,2021,3, ,1500,1, ,1,4,19,1,2,1,9,2951, 
1,1,43,14,2,5,5,3,1,2024,2, ,3500,1, ,2,4,18,17,1,8,6,3700, 
3,1,46,6,2,4,10,7,1,2023,1, ,3600,3, ,2,6,8,18,1,6,12,7500, 
98,1,52,8, , , , ,1,2024,1, ,2500,1, ,1,13,20,20,1,1,8,7300, 
98,2,25,8,1,1,2,2,1,2024,1, ,1500,1, ,1,6,9,13,1,99,6,4900, 
4,2,54,8,2,6,8,4,1,2023,5, , , , ,1,12,13,7,1,11,2,6493, 
1,1,44,5,2,4,6,5,1,2022,4,1,2500,1, ,1,13,20,1,1,6,7, ,99
4,1,59,2,2,6,3,3,1,2022,1, ,2000,1, ,1,9,10,25,1, , ,5400, 
98,1,41,17,1,1,3,3,1,2023,1, ,2000,3, ,4, , , , , , , , 
1,1,38,5,2,6,10,10,1,2024,1, ,3500,3, ,1,9,20,23,1,4,9, ,99
